x__0,x__1,x__2,label_id
-1.088000,0.008000,0.000000,1
-1.080000,0.004000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.084000,0.000000,-0.004000,1
-1.084000,0.012000,0.004000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.012000,-0.004000,1
-1.084000,0.004000,-0.004000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.004000,0.008000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.004000,0.008000,1
-1.092000,0.004000,0.000000,1
-1.080000,0.008000,0.000000,1
-1.092000,0.004000,0.004000,1
-1.084000,0.004000,0.004000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.000000,-0.004000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.008000,0.004000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,0.008000,1
-1.080000,0.008000,-0.004000,1
-1.084000,0.008000,0.000000,1
-1.088000,0.008000,0.000000,1
-1.088000,0.012000,-0.004000,1
-1.092000,0.004000,0.004000,1
-1.084000,0.008000,0.000000,1
-1.088000,0.000000,0.004000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.004000,0.004000,1
-1.088000,0.000000,-0.008000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.008000,0.000000,1
-1.092000,0.016000,-0.004000,1
-1.084000,0.004000,-0.004000,1
-1.092000,0.004000,0.004000,1
-1.088000,0.000000,-0.004000,1
-1.084000,0.012000,0.004000,1
-1.092000,0.008000,0.004000,1
-1.080000,0.000000,-0.004000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.008000,0.004000,1
-1.084000,0.016000,-0.008000,1
-1.076000,0.008000,0.000000,1
-1.088000,0.008000,0.008000,1
-1.088000,0.004000,0.004000,1
-1.092000,0.004000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.008000,0.000000,1
-1.092000,0.008000,0.004000,1
-1.088000,0.012000,-0.008000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.008000,0.004000,1
-1.084000,0.008000,0.000000,1
-1.096000,0.012000,0.004000,1
-1.080000,0.008000,0.004000,1
-1.088000,0.004000,0.008000,1
-1.092000,0.004000,0.000000,1
-1.084000,0.004000,-0.004000,1
-1.084000,0.004000,0.000000,1
-1.096000,0.008000,0.004000,1
-1.080000,0.012000,0.008000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.000000,-0.008000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.012000,-0.004000,1
-1.088000,0.000000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.008000,-0.004000,1
-1.084000,0.004000,0.008000,1
-1.084000,0.008000,0.000000,1
-1.088000,0.000000,-0.004000,1
-1.088000,0.004000,-0.004000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.008000,0.012000,1
-1.084000,0.004000,0.004000,1
-1.088000,0.008000,0.000000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.000000,0.000000,1
-1.088000,0.008000,-0.004000,1
-1.088000,0.012000,-0.004000,1
-1.088000,0.008000,-0.004000,1
-1.092000,0.012000,-0.004000,1
-1.092000,0.008000,0.004000,1
-1.092000,0.008000,-0.004000,1
-1.084000,0.004000,0.008000,1
-1.084000,0.004000,0.008000,1
-1.096000,0.008000,0.000000,1
-1.088000,0.004000,0.008000,1
-1.080000,0.008000,0.004000,1
-1.084000,0.004000,-0.004000,1
-1.092000,0.008000,-0.004000,1
-1.088000,0.000000,0.004000,1
-1.092000,0.004000,0.004000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.012000,-0.004000,1
-1.084000,0.000000,0.000000,1
-1.084000,0.004000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.000000,0.008000,1
-1.088000,0.012000,0.000000,1
-1.092000,0.004000,0.004000,1
-1.088000,0.008000,-0.004000,1
-1.084000,0.008000,0.000000,1
-1.084000,0.004000,0.004000,1
-1.088000,0.012000,-0.004000,1
-1.088000,0.008000,-0.004000,1
-1.088000,0.004000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.008000,-0.004000,1
-1.092000,0.000000,-0.004000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.008000,0.000000,1
-1.084000,0.000000,0.000000,1
-1.084000,0.008000,-0.004000,1
-1.092000,0.008000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.084000,0.004000,-0.004000,1
-1.092000,0.008000,0.000000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.008000,0.000000,1
-1.088000,0.012000,0.000000,1
-1.084000,0.008000,-0.008000,1
-1.088000,0.008000,-0.004000,1
-1.088000,0.008000,-0.008000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.084000,0.000000,0.000000,1
-1.088000,0.004000,-0.008000,1
-1.092000,0.000000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.084000,0.008000,-0.004000,1
-1.084000,0.008000,0.004000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.092000,0.008000,0.004000,1
-1.088000,0.004000,0.008000,1
-1.092000,0.004000,0.008000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.012000,-0.004000,1
-1.084000,0.004000,-0.004000,1
-1.088000,0.004000,-0.004000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.004000,-0.004000,1
-1.088000,0.004000,0.008000,1
-1.088000,0.008000,0.008000,1
-1.084000,0.008000,0.008000,1
-1.080000,0.008000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.008000,0.004000,1
-1.092000,0.004000,0.008000,1
-1.088000,0.000000,0.008000,1
-1.088000,0.000000,0.004000,1
-1.096000,0.012000,0.004000,1
-1.088000,0.008000,0.000000,1
-1.096000,0.004000,0.000000,1
-1.096000,0.004000,0.004000,1
-1.084000,0.008000,0.004000,1
-1.092000,0.004000,0.004000,1
-1.092000,0.000000,0.000000,1
-1.088000,0.008000,0.008000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.012000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.004000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.088000,0.004000,-0.004000,1
-1.080000,0.008000,0.004000,1
-1.080000,0.012000,0.004000,1
-1.080000,0.004000,-0.004000,1
-1.080000,0.008000,0.004000,1
-1.084000,0.012000,-0.004000,1
-1.092000,0.004000,0.004000,1
-1.084000,0.000000,-0.008000,1
-1.092000,0.012000,0.004000,1
-1.084000,0.008000,0.004000,1
-1.084000,0.000000,-0.004000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.004000,-0.004000,1
-1.088000,0.004000,-0.004000,1
-1.080000,0.000000,0.004000,1
-1.092000,0.004000,-0.004000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.004000,-0.004000,1
-1.092000,0.012000,-0.008000,1
-1.088000,0.004000,0.004000,1
-1.096000,0.004000,0.000000,1
-1.084000,0.008000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.004000,0.012000,1
-1.092000,0.004000,0.000000,1
-1.092000,0.000000,0.004000,1
-1.084000,0.004000,-0.004000,1
-1.080000,0.008000,0.004000,1
-1.092000,0.008000,0.000000,1
-1.084000,0.004000,0.004000,1
-1.084000,0.008000,-0.008000,1
-1.088000,0.004000,-0.004000,1
-1.084000,0.012000,-0.004000,1
-1.080000,0.004000,0.008000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.012000,0.012000,1
-1.092000,0.000000,0.004000,1
-1.084000,0.008000,-0.004000,1
-1.088000,0.004000,0.004000,1
-1.084000,0.008000,-0.004000,1
-1.088000,0.004000,0.004000,1
-1.080000,0.000000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.084000,0.016000,0.000000,1
-1.080000,0.000000,0.012000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.012000,0.000000,1
-1.084000,0.004000,0.008000,1
-1.084000,0.004000,0.000000,1
-1.080000,0.004000,-0.008000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.008000,0.004000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.092000,0.008000,0.004000,1
-1.076000,0.004000,0.004000,1
-1.092000,0.008000,-0.008000,1
-1.088000,0.004000,0.004000,1
-1.076000,0.004000,-0.004000,1
-1.080000,0.004000,0.000000,1
-1.088000,0.012000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.084000,0.016000,0.000000,1
-1.088000,0.004000,-0.008000,1
-1.088000,0.004000,0.004000,1
-1.080000,0.008000,0.004000,1
-1.084000,0.008000,0.000000,1
-1.084000,0.008000,0.008000,1
-1.088000,0.012000,0.004000,1
-1.080000,0.008000,-0.004000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.000000,0.008000,1
-1.084000,0.016000,0.004000,1
-1.092000,0.008000,0.004000,1
-1.080000,0.000000,-0.004000,1
-1.080000,0.012000,0.000000,1
-1.088000,0.000000,0.000000,1
-1.088000,0.004000,0.000000,1
-1.096000,0.004000,0.000000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.004000,0.004000,1
-1.092000,0.004000,0.008000,1
-1.084000,0.012000,0.004000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.004000,0.000000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.008000,0.008000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.084000,0.012000,0.008000,1
-1.088000,0.008000,0.008000,1
-1.088000,0.008000,0.004000,1
-1.084000,0.004000,0.004000,1
-1.088000,0.008000,-0.004000,1
-1.088000,0.012000,0.004000,1
-1.084000,0.012000,-0.012000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.004000,0.004000,1
-1.092000,0.008000,0.004000,1
-1.096000,0.008000,0.000000,1
-1.088000,0.004000,0.004000,1
-1.088000,0.012000,0.004000,1
-1.084000,0.004000,0.004000,1
-1.092000,0.004000,-0.004000,1
-1.088000,0.004000,0.000000,1
-1.088000,0.004000,0.012000,1
-1.084000,0.004000,0.000000,1
-1.092000,0.008000,0.000000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.012000,0.008000,1
-1.088000,0.000000,-0.004000,1
-1.084000,0.004000,0.000000,1
-1.088000,0.008000,-0.004000,1
-1.080000,0.004000,0.004000,1
-1.088000,0.012000,0.000000,1
-1.084000,0.012000,0.000000,1
-1.076000,0.004000,0.000000,1
-1.084000,0.004000,0.004000,1
-1.092000,0.008000,0.004000,1
-1.084000,0.008000,-0.004000,1
-1.088000,0.008000,0.012000,1
-1.088000,0.008000,0.008000,1
-1.084000,0.008000,0.000000,1
-1.092000,0.004000,0.000000,1
-1.088000,0.004000,0.008000,1
-1.092000,0.000000,0.004000,1
-1.092000,0.008000,-0.004000,1
-1.084000,0.000000,0.000000,1
-1.084000,0.008000,0.000000,1
-1.084000,0.008000,0.000000,1
-1.092000,0.004000,0.004000,1
-1.092000,0.008000,0.000000,1
-1.092000,0.000000,0.000000,1
-1.084000,0.008000,0.008000,1
-1.088000,0.004000,0.000000,1
-1.092000,0.004000,0.008000,1
-1.092000,0.004000,0.004000,1
-1.088000,0.008000,0.004000,1
-1.088000,0.004000,0.004000,1
-1.084000,0.012000,-0.008000,1
-1.080000,0.008000,0.000000,1
-1.088000,0.004000,0.008000,1
-1.084000,0.012000,0.008000,1
-1.084000,0.000000,0.004000,1
-1.088000,0.012000,0.008000,1
