x__0,x__1,x__2,label_id,label_id'__0,label_id'__1,label_id'__2,label_id'__3,label_id'__4
0.956000,0.020000,0.208000,2,-3.5542073,-6.9102054,4.1096473,-2.3271792,-2.4036834
-0.052000,-1.036000,-0.032000,0,4.688856,-2.0589724,-1.4063632,-1.342557,-2.1883888
0.012000,0.000000,1.000000,3,-2.269711,-2.5333714,-1.4964318,4.283569,-5.2302027
0.016000,0.004000,1.000000,3,-2.274178,-2.5457551,-1.4903964,4.290265,-5.234392
-0.060000,0.736000,-0.728000,4,-6.155666,-2.1551294,-1.9353647,-5.1409683,4.5009055
-1.092000,0.004000,0.004000,1,-2.3107488,4.604255,-4.2486863,-1.436293,-1.8639524
-0.056000,-1.032000,-0.024000,0,4.667739,-2.0507522,-1.4029328,-1.3239504,-2.1943202
-0.068000,0.724000,-0.732000,4,-6.064442,-2.1064987,-1.9641742,-5.1429176,4.4870033
0.960000,0.024000,0.204000,2,-3.5858326,-6.934572,4.1359916,-2.362149,-2.3796904
-0.064000,0.724000,-0.724000,4,-6.0734453,-2.1154404,-1.9504801,-5.1101036,4.455509
0.956000,0.028000,0.208000,2,-3.5990076,-6.914884,4.117707,-2.3288453,-2.3913949
-1.088000,0.004000,0.000000,1,-2.2950904,4.5909047,-4.24209,-1.4415585,-1.8544064
0.952000,0.024000,0.208000,2,-3.56528,-6.8916755,4.0946937,-2.3174942,-2.397545
-0.052000,-1.032000,-0.028000,0,4.678676,-2.0592446,-1.4002671,-1.3292619,-2.1875594
-1.092000,0.004000,0.000000,1,-2.3038886,4.6027184,-4.248494,-1.4438549,-1.8587699
-0.064000,0.728000,-0.728000,4,-6.0965714,-2.125649,-1.9521693,-5.129251,4.4819627
0.960000,0.032000,0.204000,2,-3.6320338,-6.942682,4.1400676,-2.3644688,-2.36317
0.960000,0.020000,0.212000,2,-3.5675187,-6.928521,4.1263165,-2.313722,-2.423168
-1.080000,0.000000,0.012000,1,-2.2835364,4.5633807,-4.2256846,-1.419231,-1.8634385
-1.088000,0.008000,0.004000,1,-2.3164744,4.600958,-4.246468,-1.4290322,-1.8573802
0.012000,0.004000,0.996000,3,-2.2719195,-2.52142,-1.4976642,4.271745,-5.2195888
0.960000,0.032000,0.212000,2,-3.6346745,-6.935466,4.1385126,-2.3162103,-2.4048278
-0.052000,-1.028000,-0.028000,0,4.66535,-2.0561197,-1.3964655,-1.3265221,-2.1847863
-0.052000,-1.036000,-0.036000,0,4.687929,-2.0535543,-1.4081473,-1.3559175,-2.1837165
-0.060000,-1.032000,-0.028000,0,4.6648164,-2.0346699,-1.4075224,-1.3423141,-2.1897435
-0.056000,-1.028000,-0.024000,0,4.651926,-2.0449042,-1.4033628,-1.3182076,-2.1946955
0.008000,0.008000,0.996000,3,-2.2863083,-2.4984603,-1.5075235,4.263915,-5.219541
0.008000,0.008000,0.996000,3,-2.2863083,-2.4984603,-1.5075235,4.263915,-5.219541
-0.060000,-1.032000,-0.032000,0,4.669664,-2.0314791,-1.407732,-1.3544854,-2.1835074
-0.052000,-1.036000,-0.028000,0,4.6884885,-2.0653846,-1.4021416,-1.3321662,-2.1915996
0.012000,0.004000,0.992000,3,-2.2646236,-2.5140176,-1.4950974,4.260014,-5.2074842
0.012000,0.012000,0.996000,3,-2.290235,-2.5141587,-1.5033015,4.270767,-5.2216473
0.016000,0.008000,0.996000,3,-2.2759924,-2.535167,-1.4902973,4.277957,-5.223211
-1.088000,0.012000,0.000000,1,-2.328602,4.602517,-4.2564826,-1.4334558,-1.8437091
-0.060000,0.728000,-0.724000,4,-6.107762,-2.1422224,-1.9336436,-5.1213827,4.467076
-1.092000,0.008000,0.004000,1,-2.3252788,4.612766,-4.2528744,-1.4313325,-1.8617383
0.952000,0.028000,0.212000,2,-3.5896654,-6.8914604,4.0964084,-2.294352,-2.4108906
-0.052000,-1.032000,-0.028000,0,4.678676,-2.0592446,-1.4002671,-1.3292619,-2.1875594
-0.052000,-1.028000,-0.032000,0,4.667196,-2.048507,-1.398138,-1.3418893,-2.1773481
-0.060000,0.732000,-0.728000,4,-6.130788,-2.1522942,-1.9345669,-5.140654,4.4933734
0.944000,0.032000,0.208000,2,-3.5894227,-6.857781,4.0601683,-2.2985857,-2.3812487
0.956000,0.036000,0.216000,2,-3.648374,-6.915401,4.1197577,-2.2826982,-2.416886
-0.064000,0.728000,-0.732000,4,-6.09469,-2.1328483,-1.952079,-5.1482425,4.5006814
-0.068000,0.736000,-0.728000,4,-6.141896,-2.1084423,-1.9693545,-5.1250825,4.4912944
-0.064000,0.732000,-0.728000,4,-6.1215777,-2.1286583,-1.953949,-5.1294065,4.489697
0.956000,0.032000,0.204000,2,-3.6210513,-6.922359,4.1202874,-2.3540304,-2.3624825
-1.084000,0.012000,0.008000,1,-2.3290615,4.599197,-4.244442,-1.4142097,-1.8559905
-0.056000,0.732000,-0.728000,4,-6.1398687,-2.1757553,-1.9141961,-5.1520605,4.4968452
0.956000,0.028000,0.208000,2,-3.5990076,-6.914884,4.117707,-2.3288453,-2.3913949
0.016000,0.004000,0.996000,3,-2.2671478,-2.5384877,-1.4879334,4.27827,-5.222311
-0.060000,0.732000,-0.728000,4,-6.130788,-2.1522942,-1.9345669,-5.140654,4.4933734
-0.060000,-1.036000,-0.024000,0,4.6713815,-2.0451512,-1.4077542,-1.3336831,-2.1989388
-1.092000,0.004000,0.000000,1,-2.3038886,4.6027184,-4.248494,-1.4438549,-1.8587699
0.960000,0.028000,0.200000,2,-3.610754,-6.9399757,4.1359935,-2.3861897,-2.352723
0.008000,0.008000,1.000000,3,-2.293604,-2.5058627,-1.5100899,4.275646,-5.2316456
0.956000,0.032000,0.204000,2,-3.6210513,-6.922359,4.1202874,-2.3540304,-2.3624825
-1.080000,0.004000,0.004000,1,-2.2840438,4.569296,-4.228789,-1.4293247,-1.8514681
-0.056000,0.724000,-0.732000,4,-6.0882587,-2.1773236,-1.9127252,-5.1703887,4.500542
-0.060000,-1.032000,-0.028000,0,4.6648164,-2.0346699,-1.4075224,-1.3423141,-2.1897435
-0.064000,0.728000,-0.728000,4,-6.0965714,-2.125649,-1.9521693,-5.129251,4.4819627
-0.052000,-1.036000,-0.028000,0,4.6884885,-2.0653846,-1.4021416,-1.3321662,-2.1915996
-1.088000,0.000000,0.008000,1,-2.294478,4.585152,-4.238754,-1.4314381,-1.8665818
-1.080000,0.000000,0.004000,1,-2.2698126,4.560311,-4.2252936,-1.4343544,-1.8530787
0.956000,0.024000,0.212000,2,-3.5785923,-6.9099913,4.111362,-2.3040366,-2.4170296
-1.084000,0.000000,0.000000,1,-2.2718527,4.5704284,-4.23173,-1.4442388,-1.8520608
-0.068000,0.724000,-0.728000,4,-6.0666356,-2.0993645,-1.9641241,-5.124316,4.468175
0.012000,0.008000,1.000000,3,-2.2886941,-2.5242379,-1.5038381,4.2833533,-5.2332234
0.016000,0.004000,1.000000,3,-2.274178,-2.5457551,-1.4903964,4.290265,-5.234392
-0.060000,0.728000,-0.724000,4,-6.107762,-2.1422224,-1.9336436,-5.1213827,4.467076
-1.084000,0.008000,0.004000,1,-2.3076708,4.58915,-4.2400613,-1.426732,-1.8530219
-1.092000,0.008000,0.000000,1,-2.319672,4.6093493,-4.2552986,-1.4392366,-1.8542092
-1.088000,0.004000,0.000000,1,-2.2950904,4.5909047,-4.24209,-1.4415585,-1.8544064
-0.064000,0.728000,-0.724000,4,-6.098452,-2.1184494,-1.95226,-5.11026,4.4632435
-0.052000,-1.032000,-0.032000,0,4.678171,-2.05361,-1.4025702,-1.341856,-2.18308
-0.056000,-1.028000,-0.028000,0,4.6611743,-2.0402708,-1.4027009,-1.3325814,-2.1851246
0.016000,0.004000,0.996000,3,-2.2671478,-2.5384877,-1.4879334,4.27827,-5.222311
0.952000,0.020000,0.208000,2,-3.5433226,-6.890037,4.0896416,-2.3167632,-2.4027991
0.960000,0.016000,0.212000,2,-3.5455604,-6.9268827,4.121265,-2.312991,-2.4284213
-1.084000,0.004000,0.000000,1,-2.2872648,4.5782666,-4.236078,-1.4398288,-1.849255
-0.060000,0.728000,-0.724000,4,-6.107762,-2.1422224,-1.9336436,-5.1213827,4.467076
-0.060000,-1.028000,-0.028000,0,4.651941,-2.026327,-1.4083917,-1.3381917,-2.1877723
0.008000,0.012000,1.000000,3,-2.3031077,-2.501313,-1.5138887,4.275554,-5.2331367
-0.056000,-1.036000,-0.024000,0,4.680615,-2.0590954,-1.4020636,-1.3280729,-2.1962912
-1.088000,0.008000,0.008000,1,-2.32294,4.6031227,-4.245745,-1.4213787,-1.8633596
0.952000,0.028000,0.204000,2,-3.5867057,-6.8981695,4.098704,-2.3425364,-2.369878
-0.048000,-1.032000,-0.024000,0,4.665899,-2.0824432,-1.3898911,-1.3144357,-2.2026634
-1.084000,0.004000,0.000000,1,-2.2872648,4.5782666,-4.236078,-1.4398288,-1.849255
-1.084000,0.008000,0.000000,1,-2.3040204,4.584073,-4.243274,-1.4357775,-1.8439062
0.004000,0.008000,0.996000,3,-2.291194,-2.4800506,-1.5135839,4.2561774,-5.218002
-1.084000,0.004000,0.000000,1,-2.2872648,4.5782666,-4.236078,-1.4398288,-1.849255
-0.056000,-1.032000,-0.024000,0,4.667739,-2.0507522,-1.4029328,-1.3239504,-2.1943202
-0.068000,0.724000,-0.728000,4,-6.0666356,-2.0993645,-1.9641241,-5.124316,4.468175
-0.048000,-1.036000,-0.028000,0,4.683485,-2.0751648,-1.3965898,-1.3333321,-2.1970277
-1.092000,0.004000,0.000000,1,-2.3038886,4.6027184,-4.248494,-1.4438549,-1.8587699
0.948000,0.036000,0.208000,2,-3.6237683,-6.881971,4.0817523,-2.3100796,-2.3738532
-0.052000,-1.032000,-0.028000,0,4.678676,-2.0592446,-1.4002671,-1.3292619,-2.1875594
0.012000,0.004000,0.996000,3,-2.2719195,-2.52142,-1.4976642,4.271745,-5.2195888
-1.076000,0.004000,-0.004000,1,-2.2697906,4.546361,-4.2280035,-1.446481,-1.8283541
-0.060000,0.736000,-0.736000,4,-6.1519604,-2.1696048,-1.9356155,-5.178881,4.538432
0.016000,0.004000,0.996000,3,-2.2671478,-2.5384877,-1.4879334,4.27827,-5.222311
-1.088000,0.008000,-0.004000,1,-2.3100247,4.5900826,-4.253236,-1.4476185,-1.83846
0.956000,0.028000,0.212000,2,-3.6005507,-6.91163,4.116414,-2.3047674,-2.411775
0.952000,0.032000,0.216000,2,-3.6140509,-6.8912473,4.0981226,-2.271209,-2.4242365
-1.080000,0.008000,0.004000,1,-2.2988665,4.5773416,-4.233655,-1.4244322,-1.8486633
-0.060000,0.728000,-0.728000,4,-6.1059093,-2.14946,-1.933769,-5.14034,4.4858394
-0.056000,0.724000,-0.724000,4,-6.0919642,-2.162848,-1.9124749,-5.1324754,4.4630156
-0.064000,0.732000,-0.728000,4,-6.1215777,-2.1286583,-1.953949,-5.1294065,4.489697
-0.060000,0.732000,-0.724000,4,-6.1326404,-2.1450567,-1.9344414,-5.1216974,4.4746094
0.960000,0.024000,0.208000,2,-3.587051,-6.9320126,4.134706,-2.338326,-2.3993137
0.012000,0.004000,1.000000,3,-2.2792153,-2.5288224,-1.5002306,4.283477,-5.2316933
0.004000,0.012000,0.996000,3,-2.300698,-2.475501,-1.5173827,4.256085,-5.219493
0.016000,0.008000,0.996000,3,-2.2759924,-2.535167,-1.4902973,4.277957,-5.223211
-0.052000,-1.032000,-0.032000,0,4.678171,-2.05361,-1.4025702,-1.341856,-2.18308
-0.064000,0.736000,-0.724000,4,-6.148439,-2.124431,-1.9556097,-5.110605,4.4786696
0.956000,0.028000,0.212000,2,-3.6005507,-6.91163,4.116414,-2.3047674,-2.411775
-1.084000,0.008000,0.000000,1,-2.3040204,4.584073,-4.243274,-1.4357775,-1.8439062
-1.084000,0.008000,0.000000,1,-2.3040204,4.584073,-4.243274,-1.4357775,-1.8439062
0.008000,0.004000,0.992000,3,-2.2695088,-2.4956079,-1.5011581,4.252276,-5.2059455
-0.060000,0.724000,-0.724000,4,-6.0828843,-2.1393876,-1.9328455,-5.1210685,4.4595423
-1.088000,0.000000,-0.008000,1,-2.2746902,4.5718417,-4.242793,-1.4658326,-1.8385599
0.012000,0.004000,1.000000,3,-2.2792153,-2.5288224,-1.5002306,4.283477,-5.2316933
0.012000,0.004000,1.000000,3,-2.2792153,-2.5288224,-1.5002306,4.283477,-5.2316933
-1.084000,0.008000,0.004000,1,-2.3076708,4.58915,-4.2400613,-1.426732,-1.8530219
-1.084000,0.004000,0.000000,1,-2.2872648,4.5782666,-4.236078,-1.4398288,-1.849255
0.956000,0.028000,0.216000,2,-3.6029768,-6.909777,4.1130767,-2.280894,-2.4303749
-1.088000,0.004000,0.000000,1,-2.2950904,4.5909047,-4.24209,-1.4415585,-1.8544064
0.952000,0.032000,0.212000,2,-3.612709,-6.8948193,4.098952,-2.2953336,-2.4034529
-0.052000,-1.032000,-0.036000,0,4.677034,-2.0484347,-1.4037507,-1.3558512,-2.1779566
-1.088000,0.008000,0.012000,1,-2.3298018,4.6046576,-4.2459407,-1.413817,-1.8685395
-0.060000,-1.036000,-0.028000,0,4.6776924,-2.043013,-1.4066529,-1.346436,-2.1917145
-1.088000,0.004000,0.000000,1,-2.2950904,4.5909047,-4.24209,-1.4415585,-1.8544064
-0.052000,-1.028000,-0.028000,0,4.66535,-2.0561197,-1.3964655,-1.3265221,-2.1847863
-0.068000,0.736000,-0.732000,4,-6.1397023,-2.1155765,-1.9694048,-5.143684,4.5101223
-1.088000,0.008000,0.000000,1,-2.3118467,4.5967116,-4.249286,-1.437507,-1.8490577
-0.064000,0.732000,-0.728000,4,-6.1215777,-2.1286583,-1.953949,-5.1294065,4.489697
0.016000,0.004000,0.996000,3,-2.2671478,-2.5384877,-1.4879334,4.27827,-5.222311
-0.052000,-1.032000,-0.036000,0,4.677034,-2.0484347,-1.4037507,-1.3558512,-2.1779566
-0.068000,0.728000,-0.720000,4,-6.0961113,-2.0881228,-1.9657671,-5.0873685,4.4382243
-0.052000,-1.036000,-0.032000,0,4.688856,-2.0589724,-1.4063632,-1.342557,-2.1883888
-0.064000,0.732000,-0.724000,4,-6.1234593,-2.1214588,-1.9540392,-5.110415,4.470978
0.964000,0.028000,0.216000,2,-3.6247478,-6.9501133,4.1530895,-2.3017256,-2.432144
0.960000,0.028000,0.208000,2,-3.6099901,-6.9352074,4.137487,-2.3392837,-2.3920822
0.956000,0.024000,0.200000,2,-3.5749302,-6.91685,4.115735,-2.3752835,-2.3591192
-0.072000,0.732000,-0.728000,4,-6.11312,-2.0824008,-1.9807895,-5.1215897,4.477102
0.960000,0.024000,0.212000,2,-3.5894775,-6.9301605,4.1313686,-2.3144524,-2.4179134
0.020000,0.008000,0.992000,3,-2.2711372,-2.543547,-1.473101,4.2624354,-5.217118
-0.064000,-1.040000,-0.028000,0,4.681334,-2.0374122,-1.4114742,-1.3561684,-2.1963332
0.956000,0.028000,0.204000,2,-3.5976882,-6.9184923,4.118484,-2.3529744,-2.3705657
0.952000,0.028000,0.212000,2,-3.5896654,-6.8914604,4.0964084,-2.294352,-2.4108906
0.960000,0.028000,0.216000,2,-3.613862,-6.9299455,4.1330833,-2.29131,-2.4312594
-0.052000,-1.036000,-0.036000,0,4.687929,-2.0535543,-1.4081473,-1.3559175,-2.1837165
-0.056000,0.724000,-0.724000,4,-6.0919642,-2.162848,-1.9124749,-5.1324754,4.4630156
-0.060000,-1.040000,-0.032000,0,4.6892877,-2.0437584,-1.4114813,-1.3602937,-2.191588
-1.084000,0.004000,0.000000,1,-2.2872648,4.5782666,-4.236078,-1.4398288,-1.849255
0.956000,0.028000,0.212000,2,-3.6005507,-6.91163,4.116414,-2.3047674,-2.411775
-0.056000,0.728000,-0.728000,4,-6.11499,-2.1729207,-1.9133981,-5.1517463,4.489312
0.968000,0.028000,0.208000,2,-3.6325603,-6.9754205,4.176507,-2.3599205,-2.3938656
0.952000,0.036000,0.212000,2,-3.6360712,-6.898686,4.100755,-2.296389,-2.3953698
0.008000,0.004000,0.988000,3,-2.2622132,-2.4882057,-1.4985913,4.2405443,-5.193841
-0.060000,0.732000,-0.728000,4,-6.130788,-2.1522942,-1.9345669,-5.140654,4.4933734
-1.088000,0.008000,0.008000,1,-2.32294,4.6031227,-4.245745,-1.4213787,-1.8633596
0.016000,0.004000,0.992000,3,-2.2601385,-2.5313637,-1.4853791,4.26616,-5.210178
0.012000,0.004000,1.000000,3,-2.2792153,-2.5288224,-1.5002306,4.283477,-5.2316933
0.952000,0.024000,0.212000,2,-3.567708,-6.8898234,4.0913563,-2.2936208,-2.4161444
-0.056000,-1.032000,-0.024000,0,4.667739,-2.0507522,-1.4029328,-1.3239504,-2.1943202
0.960000,0.024000,0.208000,2,-3.587051,-6.9320126,4.134706,-2.338326,-2.3993137
-1.080000,0.012000,0.000000,1,-2.3129506,4.5772405,-4.244458,-1.4299966,-1.8334061
0.948000,0.032000,0.216000,2,-3.6031656,-6.871079,4.078116,-2.2607932,-2.4233525
-0.056000,-1.032000,-0.028000,0,4.6739864,-2.0485682,-1.4018888,-1.3366784,-2.1871388
-1.084000,0.004000,0.004000,1,-2.2929454,4.580949,-4.2354217,-1.4316474,-1.8556293
-0.060000,0.732000,-0.720000,4,-6.134493,-2.1378188,-1.934316,-5.1027417,4.4558463
0.956000,0.032000,0.204000,2,-3.6210513,-6.922359,4.1202874,-2.3540304,-2.3624825
0.960000,0.024000,0.212000,2,-3.5894775,-6.9301605,4.1313686,-2.3144524,-2.4179134
-0.056000,-1.036000,-0.032000,0,4.6841655,-2.0482955,-1.4079847,-1.3499731,-2.1879683
-0.060000,0.736000,-0.724000,4,-6.157519,-2.147891,-1.9352397,-5.122012,4.4821424
0.960000,0.036000,0.208000,2,-3.6567163,-6.9429398,4.1410933,-2.3413951,-2.375916
0.960000,0.024000,0.204000,2,-3.5858326,-6.934572,4.1359916,-2.362149,-2.3796904
0.948000,0.024000,0.208000,2,-3.5543952,-6.8715076,4.0746865,-2.3070781,-2.3966606
0.008000,0.008000,0.992000,3,-2.2790003,-2.4911022,-1.5049348,4.2521696,-5.2074122
0.948000,0.024000,0.208000,2,-3.5543952,-6.8715076,4.0746865,-2.3070781,-2.3966606
0.960000,0.032000,0.200000,2,-3.6310534,-6.9460454,4.1405406,-2.3884628,-2.342571
0.956000,0.032000,0.204000,2,-3.6210513,-6.922359,4.1202874,-2.3540304,-2.3624825
-0.056000,-1.032000,-0.028000,0,4.6739864,-2.0485682,-1.4018888,-1.3366784,-2.1871388
0.008000,0.004000,0.996000,3,-2.2768042,-2.5030103,-1.5037245,4.264007,-5.21805
-0.056000,-1.036000,-0.028000,0,4.6837983,-2.054708,-1.4037633,-1.3395823,-2.191179
-1.088000,0.012000,-0.004000,1,-2.32678,4.595889,-4.2604322,-1.4435672,-1.8331113
0.012000,0.012000,0.996000,3,-2.290235,-2.5141587,-1.5033015,4.270767,-5.2216473
-1.092000,0.008000,-0.004000,1,-2.31785,4.602721,-4.2592483,-1.4493481,-1.8436114
0.016000,0.008000,0.992000,3,-2.2686975,-2.5290558,-1.4872375,4.265525,-5.2105126
-0.052000,-1.032000,-0.024000,0,4.6719027,-2.0690045,-1.3964837,-1.315542,-2.1957235
-1.088000,0.012000,0.000000,1,-2.328602,4.602517,-4.2564826,-1.4334558,-1.8437091
-0.060000,-1.028000,-0.028000,0,4.651941,-2.026327,-1.4083917,-1.3381917,-2.1877723
0.960000,0.024000,0.212000,2,-3.5894775,-6.9301605,4.1313686,-2.3144524,-2.4179134
-0.060000,0.732000,-0.728000,4,-6.130788,-2.1522942,-1.9345669,-5.140654,4.4933734
0.956000,0.028000,0.216000,2,-3.6029768,-6.909777,4.1130767,-2.280894,-2.4303749
-0.056000,-1.032000,-0.028000,0,4.6739864,-2.0485682,-1.4018888,-1.3366784,-2.1871388
-0.052000,-1.036000,-0.036000,0,4.687929,-2.0535543,-1.4081473,-1.3559175,-2.1837165
-0.052000,-1.032000,-0.028000,0,4.678676,-2.0592446,-1.4002671,-1.3292619,-2.1875594
0.020000,0.004000,0.992000,3,-2.2625787,-2.545855,-1.4712427,4.2630706,-5.2167826
0.952000,0.028000,0.204000,2,-3.5867057,-6.8981695,4.098704,-2.3425364,-2.369878
-1.084000,0.008000,0.008000,1,-2.314038,4.5914693,-4.239113,-1.4190558,-1.859198
-0.056000,0.732000,-0.724000,4,-6.141721,-2.1685176,-1.9140711,-5.1331043,4.478082
-1.092000,0.012000,-0.008000,1,-2.3327837,4.6018987,-4.2703943,-1.4554082,-1.8276653
-0.056000,-1.036000,-0.020000,0,4.6720734,-2.0631285,-1.4028311,-1.314089,-2.2052975
-0.064000,0.732000,-0.728000,4,-6.1215777,-2.1286583,-1.953949,-5.1294065,4.489697
0.960000,0.024000,0.212000,2,-3.5894775,-6.9301605,4.1313686,-2.3144524,-2.4179134
0.956000,0.036000,0.212000,2,-3.6470542,-6.9190087,4.120535,-2.3068273,-2.3960576
0.960000,0.032000,0.208000,2,-3.6333532,-6.939074,4.1392903,-2.3403394,-2.3839989
0.016000,0.008000,0.992000,3,-2.2686975,-2.5290558,-1.4872375,4.265525,-5.2105126
-0.060000,-1.032000,-0.028000,0,4.6648164,-2.0346699,-1.4075224,-1.3423141,-2.1897435
0.012000,0.012000,0.996000,3,-2.290235,-2.5141587,-1.5033015,4.270767,-5.2216473
-1.084000,0.008000,0.004000,1,-2.3076708,4.58915,-4.2400613,-1.426732,-1.8530219
-0.064000,0.736000,-0.728000,4,-6.1465855,-2.1316676,-1.9557283,-5.1295624,4.4974313
-0.052000,-1.028000,-0.032000,0,4.667196,-2.048507,-1.398138,-1.3418893,-2.1773481
-1.092000,0.008000,0.004000,1,-2.3252788,4.612766,-4.2528744,-1.4313325,-1.8617383
0.956000,0.028000,0.212000,2,-3.6005507,-6.91163,4.116414,-2.3047674,-2.411775
0.016000,0.004000,0.996000,3,-2.2671478,-2.5384877,-1.4879334,4.27827,-5.222311
0.952000,0.032000,0.212000,2,-3.612709,-6.8948193,4.098952,-2.2953336,-2.4034529
-0.060000,0.728000,-0.728000,4,-6.1059093,-2.14946,-1.933769,-5.14034,4.4858394
-1.076000,0.004000,0.004000,1,-2.275142,4.5576425,-4.2221565,-1.4270018,-1.8473061
-0.052000,-1.036000,-0.024000,0,4.6859965,-2.073602,-1.3976026,-1.3206035,-2.1965075
-1.092000,0.012000,0.004000,1,-2.3409138,4.619523,-4.259619,-1.4266275,-1.8572984
-0.064000,0.728000,-0.728000,4,-6.0965714,-2.125649,-1.9521693,-5.129251,4.4819627
-1.092000,0.008000,0.000000,1,-2.319672,4.6093493,-4.2552986,-1.4392366,-1.8542092
0.012000,0.004000,1.000000,3,-2.2792153,-2.5288224,-1.5002306,4.283477,-5.2316933
-0.064000,0.732000,-0.732000,4,-6.1196966,-2.135857,-1.9538587,-5.148398,4.508416
-0.060000,0.724000,-0.732000,4,-6.079179,-2.153863,-1.9330964,-5.158982,4.49707
0.952000,0.028000,0.208000,2,-3.5880256,-6.8945613,4.0979266,-2.318407,-2.3907068
-0.068000,0.732000,-0.728000,4,-6.11681,-2.105417,-1.9676108,-5.124827,4.483588
